sub_id,user_id,plan,mrr,start_date,end_date,status
sub_0007664,u_0023766,starter,29,2024-04-17,,active
sub_0007665,u_0038275,pro,79,2024-04-18,,active
sub_0007666,u_0094263,pro,77,2024-04-18,,active
sub_0007667,u_0007699,starter,31,2024-04-22,,active
sub_0007668,u_0012612,pro,81,2024-04-16,,active
sub_0007669,u_0087890,pro,81,2024-04-24,,active
sub_0007670,u_0043658,pro,81,2024-04-17,,active
sub_0007671,u_0047507,starter,29,2024-04-19,,active
sub_0007672,u_0047572,pro,78,2024-04-17,,active
sub_0007673,u_0092965,starter,27,2024-04-22,,active
sub_0007674,u_0034470,pro,81,2024-04-20,,active
sub_0007675,u_0010257,business,201,2024-04-22,,active
sub_0007676,u_0044455,starter,31,2024-04-19,,active
sub_0007677,u_0096212,pro,81,2024-04-16,,active
sub_0007678,u_0005440,starter,31,2024-04-22,,active
sub_0007679,u_0016313,starter,30,2024-04-22,,active
sub_0007680,u_0020687,starter,27,2024-04-25,,active
sub_0007681,u_0037260,pro,79,2024-04-23,,active
sub_0007682,u_0069102,starter,-27,2024-04-16,,active
sub_0007683,u_0050910,starter,28,2024-04-23,,active
sub_0007684,u_0064130,pro,81,2024-04-20,,active
sub_0007685,u_0002911,starter,28,2024-04-18,,active
sub_0007686,u_0039991,starter,31,2024-04-18,,active
sub_0007687,u_0090030,business,199,2024-04-19,,active
sub_0007688,u_0004200,starter,27,2024-04-17,,active
sub_0007689,u_0072742,business,201,2024-04-16,,active
sub_0007690,u_0016002,pro,78,2024-04-20,,active
sub_0007691,u_0069606,business,200,2024-04-21,,active
sub_0007692,u_0066191,pro,77,2024-04-24,,active
sub_0007693,u_0002804,pro,81,2024-04-27,,active
sub_0007694,u_0012237,business,201,2024-04-20,,active
sub_0007695,u_0041233,starter,30,2024-04-17,,active
sub_0007696,u_0051487,business,200,2024-04-20,,active
sub_0007697,u_0078195,starter,30,2024-04-20,,active
sub_0007698,u_0047524,pro,81,2024-04-21,,active
sub_0007699,u_0093349,starter,31,2024-04-23,,active
sub_0007700,u_0066356,pro,78,2024-04-21,,active
sub_0007701,u_0085451,starter,28,2024-04-20,,active
sub_0007702,u_0019580,starter,29,2024-04-22,,active
sub_0007703,u_0075208,starter,30,2024-04-17,,active
sub_0007704,u_0091796,pro,78,2024-04-19,,active
sub_0007705,u_0056870,pro,77,2024-04-20,,active
sub_0007706,u_0061410,starter,31,2024-04-20,,active
sub_0007707,u_0044531,starter,29,2024-04-26,,active
sub_0007708,u_0058987,pro,81,2024-04-21,,active
sub_0007709,u_0041035,starter,27,2024-04-21,,active
sub_0007710,u_0026124,starter,29,2024-04-21,,active
sub_0007711,u_0028626,pro,81,2024-04-23,,active
sub_0007712,u_0013411,pro,81,2024-04-22,,active
sub_0007713,u_0002116,starter,28,2024-04-21,,active
sub_0007714,u_0099653,pro,-79,2024-04-19,,active
sub_0007715,u_0019428,pro,77,2024-04-23,,active
sub_0007716,u_0058456,Business,200,2024-04-24,,active
sub_0007717,u_0054427,starter,27,2024-04-18,,active
sub_0007718,u_0093835,starter,27,2024-04-18,,active
sub_0007719,u_0064824,starter,31,2024-04-17,,active
sub_0007720,u_0028832,starter,31,2024-04-27,,active
sub_0007721,u_0051818,pro,79,2024-04-25,,active
sub_0007722,u_0085636,starter,27,2024-05-09,,active
sub_0007723,u_0027771,starter,29,2024-04-20,,active
sub_0007724,u_0036166,starter,29,2024-04-22,,active
sub_0007725,u_0001546,starter,31,2024-04-22,,active
sub_0007726,u_0016378,business,199,2024-04-20,,active
sub_0007727,u_0048104,starter,31,2024-04-20,,active
sub_0007728,u_0096823,starter,29,2024-04-23,,active
sub_0007729,u_0071054,pro,80,2024-04-20,,active
sub_0007730,u_0099330,pro,78,2024-04-17,,active
sub_0007731,u_0083758,starter,28,2024-04-23,,active
sub_0007732,u_0021614,starter,30,2024-04-22,,active
sub_0007733,u_0061109,pro,77,2024-04-22,,active
sub_0007734,u_0066100,starter,28,2024-05-03,,active
sub_0007735,u_0075950,pro,81,2024-04-26,,active
sub_0007736,u_0001458,starter,30,2024-04-19,,active
sub_0007737,u_0093004,starter,30,2024-04-20,,active
sub_0007738,u_0042762,starter,29,2024-05-01,,active
sub_0007739,u_0093647,starter,29,2024-04-20,,active
sub_0007740,u_0046973,starter,27,2024-04-22,,active
sub_0007741,u_0098755,business,199,2024-04-18,,active
sub_0007742,u_0099827,starter,30,2024-04-21,,active
sub_0007743,u_0097559,starter,29,2024-04-30,,active
sub_0007744,u_0077921,pro,77,2024-04-20,,active
sub_0007745,u_0066876,starter,31,2024-04-25,,active
sub_0007746,u_0027148,starter,30,2024-04-19,,active
sub_0007747,u_0043146,starter,29,2024-04-18,,active
sub_0007748,u_0002540,pro,79,2024-04-24,,active
sub_0007749,u_0021961,starter,29,2024-04-22,,active
sub_0007750,u_0029540,STARTER,-29,2024-04-24,,active
sub_0007751,u_0081875,business,200,2024-04-22,,active
sub_0007752,u_0070187,starter,30,2024-04-19,,active
sub_0007753,u_0097944,starter,27,2024-04-20,,active
sub_0007754,u_0008545,starter,27,2024-04-22,,active
sub_0007755,u_0025178,pro,81,2024-04-24,,active
sub_0007756,u_0085214,starter,30,2024-04-18,,active
sub_0007757,u_0053436,starter,27,2024-04-22,,active
sub_0007758,u_0040635,,31,2024-04-21,,active
sub_0007759,u_0087781,pro,77,2024-04-22,,active
sub_0007760,u_0006561,starter,27,2024-05-03,,active
sub_0007761,u_0099575,starter,29,2024-04-18,,active
sub_0007762,u_0018219,starter,31,2024-05-04,,active
sub_0007763,u_0012710,pro,78,2024-05-03,,active
sub_0007764,u_0007653,starter,27,2024-04-27,,active
sub_0007765,u_0031047,pro,78,2024-04-27,,active
sub_0007766,u_0005230,starter,31,2024-04-21,,active
sub_0007767,u_0091594,starter,27,2024-04-23,,active
sub_0007768,u_0031980,pro,78,2024-04-23,,active
sub_0007769,u_0047946,starter,30,2024-04-23,,active
sub_0007770,u_0055516,starter,$31,2024-04-23,,active
sub_0007771,u_0046894,starter,31,2024-04-26,,active
sub_0007772,u_0046444,business,0,2024-04-24,,active
sub_0007773,u_0075087,business,201,2024-05-01,,active
sub_0007774,u_0012811,pro,77,2024-04-25,,active
sub_0007775,u_0020588,starter,31,2024-04-27,,active
sub_0007776,u_0024111,business,200,2024-04-24,,active
sub_0007777,u_0015997,business,199,2024-04-23,,active
sub_0007778,u_0060949,starter,31,2024-04-20,,active
sub_0007779,u_0014511,pro,81,2024-04-21,,active
sub_0007780,u_0005187,pro,79,2024-04-24,,active
sub_0007781,u_0045784,starter,29,2024-04-23,,active
sub_0007782,u_0062154,starter,29,2024-04-27,,active
sub_0007783,u_0085145,starter,28,2024-04-23,,active
sub_0007784,u_0090235,pro,78,2024-04-27,,active
sub_0007785,u_0053073,pro,77,2024-04-23,,active
sub_0007786,u_0051000,starter,28,2024-04-27,,active
sub_0007787,u_0026662,starter,29,2024-04-26,,active
sub_0007788,u_0067596,pro,77,2024-04-25,,active
sub_0007789,u_0073762,pro,81,2024-04-21,,active
sub_0007790,u_0031796,pro,81,2024-04-25,,active
sub_0007791,u_0095063,starter  ,28,2024-04-29,,active
sub_0007792,u_0090868,starter  ,30,2024-04-29,,active
sub_0007793,u_0003739,starter  ,31,2024-04-22,,active
sub_0007794,u_0061484,starter,30,2024-04-21,,active
sub_0007795,u_0003438,pro,81,2024-04-24,,active
sub_0007796,u_0089305,starter,27,2024-04-27,,active
sub_0007797,u_0070943,starter,29,2024-04-20,,active
sub_0007798,u_0038044,starter,31,2024-04-24,,active
sub_0007799,u_0077313,business,197,2024-04-19,,active
sub_0007800,u_0005490,pro,81,2024-04-21,,active
sub_0007801,u_0087945,starter,30,2024-04-22,,active
sub_0007802,u_0030549,starter,30,2024-04-23,,active
sub_0007803,u_0038337,pro,77,2024-04-21,,active
sub_0007804,u_0023187,starter,31,2024-04-21,,active
sub_0007805,u_0001903,starter,29,2024-04-24,,active
sub_0007806,u_0070997,starter,31,2024-04-20,,active
sub_0007807,u_0086933,pro,79,2024-04-23,,active
sub_0007808,u_0021052,starter,30,2024-04-20,,active
sub_0007809,u_0090992,pro,78,2024-04-25,,active
sub_0007810,u_0043402,pro,79,2024-04-30,,active
sub_0007811,u_0022052,starter,29,2024-04-22,,active
sub_0007812,u_0094206,pro,81,2024-04-24,,active
sub_0007813,u_0014895,starter,29,2024-04-26,,active
sub_0007814,u_0019532,starter,29,2024-05-02,,active
sub_0007815,u_0099601,pro,81,2024-04-23,,active
sub_0007816,u_0059583,starter,27,2024-04-25,,active
sub_0007817,u_0097956,starter,29,2024-04-19,,active
sub_0007818,u_0054200,pro,79,2024-04-27,,active
sub_0007819,u_0017299,business,201,2024-04-22,,active
sub_0007820,u_0033473,pro,77,2024-04-30,,active
sub_0007821,u_0098851,pro,77,2024-05-01,,active
sub_0007822,u_0099377,pro,78,2024-04-24,,active
sub_0007823,u_0035801,starter,27,2024-04-29,,active
sub_0007824,u_0085655,starter,30,2024-04-26,,active
sub_0007825,u_0098955,,29,2024-04-24,,active
sub_0007826,u_0017569,pro,81,2024-04-24,,active
sub_0007827,u_0022265,starter,28,2024-04-23,,active
sub_0007828,u_0000635,pro,80,2024-04-27,,active
sub_0007829,u_0011227,starter,29,2024-04-26,,active
sub_0007830,u_0053964,pro,78,2024-04-28,,active
sub_0007831,u_0008616,starter,30,2024-04-24,,active
sub_0007832,u_0075106,pro,78,2024-05-03,,active
sub_0007833,u_0023793,pro,80,2024-04-24,,active
sub_0007834,u_0018581,pro,81,2024-04-22,,active
sub_0007835,u_0011697,pro,77,2024-04-25,,active
sub_0007836,u_0077232,starter,28,2024-04-22,,active
sub_0007837,u_0022212,starter,28,2024-04-30,,active
sub_0007838,u_0005551,starter,27,2024-04-21,,active
sub_0007839,u_0001172,pro,77,2024-04-24,,active
sub_0007840,u_0093233,starter,31,2024-04-26,,active
sub_0007841,u_0096729,starter,27,2024-04-29,,active
sub_0007842,u_0079947,starter,29,2024-04-21,,active
sub_0007843,u_0071204,business,197,2024-04-24,,active
sub_0007844,u_0046823,starter,31,2024-04-20,,active
sub_0007845,u_0059158,pro  ,77,2024-04-30,,active
sub_0007846,u_0060898,,81,2024-04-28,,active
sub_0007847,u_0003152,starter,27,2024-04-21,,active
sub_0007848,u_0056378,pro,77,2024-04-27,,active
sub_0007849,u_0026489,starter,31,2024-04-24,,active
sub_0007850,u_0015526,starter,29,2024-04-25,,active
sub_0007851,u_0055769,starter,31,2024-05-01,,active
sub_0007852,u_0083245,starter,31,2024-04-25,,active
sub_0007853,u_0077802,pro,81,2024-04-25,,active
sub_0007854,u_0002874,,79,2024-05-01,,active
sub_0007855,u_0041394,starter,28,2024-05-02,,active
sub_0007856,u_0091593,starter,28,2024-04-22,,active
sub_0007857,u_0043412,business,197,2024-04-26,,active
sub_0007858,u_0043676,starter,27,2024-04-27,,active
sub_0007859,u_0046207,pro,77,2024-04-30,,active
sub_0007860,u_0074043,starter,27,2024-04-24,,active
sub_0007861,u_0004066,PRO,78,2024-04-24,,active
sub_0007862,u_0042699,starter,27,2024-04-27,,active
sub_0007863,u_0027740,pro,80,2024-04-23,,active
sub_0007864,u_0014656,starter,28,2024-04-28,,active
sub_0007865,u_0037982,starter,29,2024-05-02,,active
sub_0007866,u_0034407,starter,28,2024-05-01,,active
sub_0007867,u_0060655,pro,81,2024-04-21,,active
sub_0007868,u_0023440,starter,27,2024-04-25,,active
sub_0007869,u_0034030,starter,29,2024-04-25,,active
sub_0007870,u_0094632,starter,28,2024-05-04,,active
sub_0007871,u_0039456,pro,81,2024-04-25,,active
sub_0007872,u_0051488,business,199,2024-04-24,,active
sub_0007873,u_0058486,pro,79,2024-04-25,,active
sub_0007874,u_0094604,starter,31,2024-05-15,,active
sub_0007875,u_0050263,pro,79,2024-04-24,,active
sub_0007876,u_0008784,starter,30,2024-04-26,,active
sub_0007877,u_0093299,starter,30,2024-04-23,,active
sub_0007878,u_0085141,pro,77,2024-05-05,,active
sub_0007879,u_0095633,pro,78,2024-04-25,,active
sub_0007880,u_0050041,pro,80,2024-04-25,,active
sub_0007881,u_0091095,starter,31,2024-04-25,,active
sub_0007882,u_0043207,starter,28,2024-04-23,,active
sub_0007883,u_0036706,pro,81,2024-04-27,,active
sub_0007884,u_0037394,starter,27,2024-04-22,,active
sub_0007885,u_0095303,business,201,2024-04-23,,active
sub_0007886,u_0009081,starter,30,2024-05-11,,active
sub_0007887,u_0066917,starter,29,2024-05-05,,active
sub_0007888,u_0015537,starter,30,2024-04-23,,active
sub_0007889,u_0004797,starter,30,2024-04-29,,active
sub_0007890,u_0086433,starter,31,2024-05-16,,active
sub_0007891,u_0069211,starter,29,2024-04-27,,active
sub_0007892,u_0009511,pro,80,2024-04-25,,active
sub_0007893,u_0076075,starter,28,2024-04-24,,active
sub_0007894,u_0099004,starter,29,2024-04-23,,active
sub_0007895,u_0031266,STARTER,27,2024-04-23,,active
sub_0007896,u_0067602,business,199,2024-04-22,,active
sub_0007897,u_0053740,starter,28,2024-04-26,,active
sub_0007898,u_0093899,,199,2024-04-26,,active
sub_0007899,u_0087723,starter,31,2024-04-24,,active
sub_0007900,u_0009197,starter,31,2024-04-27,,active
sub_0007901,u_0093309,starter,30,2024-04-23,,active
sub_0007902,u_0077065,pro,81,2024-04-27,,active
sub_0007903,u_0004326,starter,28,2024-04-23,,active
sub_0007904,u_0084442,starter,31,2024-04-24,,active
sub_0007905,u_0086078,starter,27,2024-05-08,,active
sub_0007906,u_0080502,starter,27,2024-04-24,,active
sub_0007907,u_0015863,starter,31,2024-04-25,,active
sub_0007908,u_0060187,starter,28,2024-04-21,,active
sub_0007909,u_0033033,pro,80,2024-05-08,,active
sub_0007910,u_0087131,pro,81,2024-04-23,,active
sub_0007911,u_0061015,business,201,2024-04-27,,active
sub_0007912,u_0094912,business,197,2024-04-29,,active
sub_0007913,u_0068377,Starter,31,2024-05-02,,active
sub_0007914,u_0033462,starter,29,2024-04-25,,active
sub_0007915,u_0005917,starter,31,2024-04-25,,active
sub_0007916,u_0087980,starter,29,2024-04-27,,active
sub_0007917,u_0091351,starter,27,2024-04-27,,active
sub_0007918,u_0048790,starter,27,2024-04-24,,active
sub_0007919,u_0058200,starter,30,2024-04-24,,active
sub_0007920,u_0031347,pro,80,2024-05-02,,active
sub_0007921,u_0016701,pro,80,2024-04-25,,active
sub_0007922,u_0009326,starter,30,2024-04-27,,active
sub_0007923,u_0022681,business,200,2024-05-04,,active
sub_0007924,u_0009875,starter,27,2024-04-23,,active
sub_0007925,u_0079754,starter,28,2024-04-23,,active
sub_0007926,u_0000819,starter,30,2024-05-04,,active
sub_0007927,u_0028453,business,198,2024-04-24,,active
sub_0007928,u_0088059,pro,77,2024-04-25,,active
sub_0007929,u_0056009,starter,29,2024-04-25,,active
sub_0007930,u_0010672,starter,30,2024-04-27,,active
sub_0007931,u_0068919,starter,28,2024-04-28,,active
sub_0007932,u_0067843,pro,77,2024-04-30,,active
sub_0007933,u_0010529,pro,77,2024-05-02,,active
sub_0007934,u_0027440,starter,27,2024-04-23,,active
sub_0007935,u_0021706,pro,81,2024-04-26,,active
sub_0007936,u_0064451,starter,31,2024-04-26,,active
sub_0007937,u_0080881,pro,80,2024-04-28,,active
sub_0007938,u_0008537,starter,30,2024-04-27,,active
sub_0007939,u_0067235,starter,28,2024-04-28,,active
sub_0007940,u_0013178,starter,31,2024-04-25,,active
sub_0007941,u_0058732,starter,30,2024-04-28,,active
sub_0007942,u_0040859,starter,29,2024-04-29,,active
sub_0007943,u_0063150,starter,28,2024-04-24,,active
sub_0007944,u_0005379,pro,78,2024-04-27,,active
sub_0007945,u_0091803,pro,79,2024-04-26,,active
sub_0007946,u_0087582,starter,31,2024-05-02,,active
sub_0007947,u_0097528,starter,28,2024-05-01,,active
sub_0007948,u_0039222,pro,79,2024-04-30,,active
sub_0007949,u_0066479,pro,80,2024-04-24,,active
sub_0007950,u_0067943,starter,30,2024-04-28,,active
sub_0007951,u_0035200,starter,27,2024-04-24,,active
sub_0007952,u_0063512,pro,78,2024-04-26,,active
sub_0007953,u_0005122,starter,29,2024-04-29,,active
sub_0007954,u_0035030,business,197,2024-05-04,,active
sub_0007955,u_0092750,starter,-31,2024-04-27,,active
sub_0007956,u_0043369,starter,28,2024-04-25,,active
sub_0007957,u_0045231,pro,0,2024-04-27,,active
sub_0007958,u_0020663,pro,80,2024-04-27,,active
sub_0007959,u_0083704,starter,29,2024-04-27,,active
sub_0007960,u_0013156,starter,28,2024-05-03,,active
sub_0007961,u_0076101,starter,28,2024-04-28,,active
sub_0007962,u_0043425,starter,30,2024-05-03,,active
sub_0007963,u_0009312,starter,30,2024-04-25,,active
sub_0007964,u_0029961,starter,29,2024-04-30,,active
sub_0007965,u_0024284,pro,78,2024-04-27,,active
sub_0007966,u_0074804,business,201,2024-05-02,,active
sub_0007967,u_0027756,pro,78,2024-04-28,,active
sub_0007968,u_0096049,pro,78,2024-04-27,,active
sub_0007969,u_0051397,business,201,2024-04-26,,active
sub_0007970,u_0098423,starter,30,2024-04-25,,active
sub_0007971,u_0045540,starter,27,2024-04-26,,active
sub_0007972,u_0015239,starter,28,2024-04-25,,active
sub_0007973,u_0004659,Pro,79,2024-04-25,,active
sub_0007974,u_0002393,starter,28,2024-05-13,,active
sub_0007975,u_0045720,pro,78,2024-04-26,,active
sub_0007976,u_0082220,starter,31,2024-04-29,,active
sub_0007977,u_0015320,starter,28,2024-04-28,,active
sub_0007978,u_0033516,starter,28,2024-05-02,,active
sub_0007979,u_0050571,pro,79,2024-04-30,,active
sub_0007980,u_0087465,,27,2024-04-26,,active
sub_0007981,u_0057251,pro,77,2024-04-30,,active
sub_0007982,u_0069546,starter,27,2024-04-30,,active
sub_0007983,u_0031889,starter,30,2024-05-04,,active
sub_0007984,u_0028741,starter,27,2024-05-02,,active
sub_0007985,u_0064524,starter,30,2024-05-05,,active
sub_0007986,u_0068510,pro,81,2024-05-01,,active
sub_0007987,u_0015883,pro,79,2024-05-03,,active
sub_0007988,u_0042496,pro,81,2024-04-27,,active
sub_0007989,u_0050482,pro,78,2024-05-03,,active
sub_0007990,u_0011320,pro,80,2024-04-26,,active
sub_0007991,u_0058536,starter,28,2024-04-29,,active
sub_0007992,u_0098304,starter,27,2024-05-05,,active
sub_0007993,u_0063419,starter,28,2024-04-25,,active
sub_0007994,u_0080585,pro,77,2024-05-01,,active
sub_0007995,u_0035564,starter,27,2024-05-06,,active
sub_0007996,u_0052986,starter,28,2024-04-26,,active
sub_0007997,u_0037340,starter,29,2024-04-28,,active
sub_0007998,u_0050143,starter,31,2024-04-25,,active
sub_0007999,u_0018445,pro,79,2024-04-25,,active
sub_0008000,u_0065351,pro,80,2024-04-27,,active
sub_0008001,u_0072703,BUSINESS,201,2024-05-07,,active
sub_0008002,u_0084578,pro,80,2024-04-26,,active
sub_0008003,u_0031321,business,199,2024-05-02,,active
sub_0008004,u_0004354,starter,30,2024-04-27,,active
sub_0008005,u_0044519,starter,31,2024-04-30,,active
sub_0008006,u_0064005,starter,28,2024-05-08,,active
sub_0008007,u_0019259,starter,28,2024-05-09,,active
sub_0008008,u_0080027,starter,27,2024-04-30,,active
sub_0008009,u_0049101,pro,81,2024-04-30,,active
sub_0008010,u_0073828,starter,30,2024-04-27,,active
sub_0008011,u_0077565,pro,78,2024-05-08,,active
sub_0008012,u_0049106,pro,80,2024-05-02,,active
sub_0008013,u_0006772,pro,79,2024-04-28,,active
sub_0008014,u_0008315,business,201,2024-04-30,,active
sub_0008015,u_0037534,pro,80,2024-04-25,,active
sub_0008016,u_0042834,pro,78,2024-05-02,,active
sub_0008017,u_0037470,business,200,2024-05-08,,active
sub_0008018,u_0014532,starter,28,2024-05-02,,active
sub_0008019,u_0056362,pro,78,2024-05-03,,active
sub_0008020,u_0008069,pro,78,2024-04-27,,active
sub_0008021,u_0058846,starter,30,2024-05-05,,active
sub_0008022,u_0002318,starter,31,2024-04-27,,active
sub_0008023,u_0005073,pro,80,2024-04-28,,active
sub_0008024,u_0005405,starter,28,2024-04-28,,active
sub_0008025,u_0098405,pro,81,2024-04-28,,active
sub_0008026,u_0084973,starter,31,2024-04-29,,active
sub_0008027,u_0000296,pro,79,2024-05-05,,active
sub_0008028,u_0068865,starter,29,2024-04-26,,active
sub_0008029,u_0097779,,27,2024-04-28,,active
sub_0008030,u_0061562,starter,31,2024-04-26,,active
sub_0008031,u_0049172,business,200,2024-05-01,,active
sub_0008032,u_0091612,pro,80,2024-04-28,,active
sub_0008033,u_0048634,starter,30,2024-04-27,,active
sub_0008034,u_0012034,starter,27,2024-04-29,,active
sub_0008035,u_0080831,starter,28,2024-04-28,,active
sub_0008036,u_0073090,starter,28,2024-05-01,,active
sub_0008037,u_0081267,starter,28,2024-05-26,,active
sub_0008038,u_0096348,starter,27,2024-05-03,,active
sub_0008039,u_0031555,starter,29,2024-04-26,,active
sub_0008040,u_0092784,pro,79,2024-05-06,,active
sub_0008041,u_0075321,starter,27,2024-04-29,,active
sub_0008042,u_0046064,starter,27,2024-05-01,,active
sub_0008043,u_0080675,starter,28,2024-04-28,,active
sub_0008044,u_0044183,pro,80,2024-04-30,,active
sub_0008045,u_0074524,starter,30,2024-04-29,,active
sub_0008046,u_0012582,,199,2024-05-10,,active
sub_0008047,u_0047628,business,200,2024-05-01,,active
sub_0008048,u_0055664,pro,0,2024-05-01,,active
sub_0008049,u_0008203,business,197,2024-05-04,,active
sub_0008050,u_0039676,pro,78,2024-04-27,,active
sub_0008051,u_0095383,pro,79,2024-05-02,,active
sub_0008052,u_0009627,starter,31,2024-05-02,,active
sub_0008053,u_0090449,pro,78,2024-05-02,,active
sub_0008054,u_0025124,starter,31,2024-05-08,,active
sub_0008055,u_0006202,pro,79,2024-05-02,,active
sub_0008056,u_0018598,starter,30,2024-04-26,,active
sub_0008057,u_0008568,pro,77,2024-05-03,,active
sub_0008058,u_0041204,starter,31,2024-04-28,,active
sub_0008059,u_0094590,starter,29,2024-05-03,,active
sub_0008060,u_0077599,pro,78,2024-05-13,,active
sub_0008061,u_0083542,BUSINESS,201,2024-05-03,,active
sub_0008062,u_0041977,starter,29,2024-05-01,,active
sub_0008063,u_0084565,pro,79,2024-04-28,,active
sub_0008064,u_0071118,starter,29,2024-05-11,,active
sub_0008065,u_0029890,business,199,2024-05-04,,active
sub_0008066,u_0072810,pro,79,2024-05-03,,active
sub_0008067,u_0093327,starter,30,2024-04-29,,active
sub_0008068,u_0055001,starter,30,2024-04-30,,active
sub_0008069,u_0057888,pro,80,2024-05-04,,active
sub_0008070,u_0027632,pro,77,2024-05-01,,active
sub_0008071,u_0037053,pro,77,2024-05-06,,active
sub_0008072,u_0075423,pro,80,2024-05-04,,active
sub_0008073,u_0013972,pro,80,2024-04-27,,active
sub_0008074,u_0089039,business,197,2024-05-06,,active
sub_0008075,u_0037031,starter,31,2024-05-06,,active
sub_0008076,u_0001318,pro,77,2024-05-04,,active
sub_0008077,u_0087399,pro,79,2024-05-02,,active
sub_0008078,u_0052762,pro,78,2024-05-03,,active
sub_0008079,u_0003696,starter,27,2024-04-30,,active
sub_0008080,u_0031774,starter,30,2024-04-27,,active
sub_0008081,u_0034807,starter,27,2024-04-29,,active
sub_0008082,u_0026937,starter,28,2024-04-30,,active
sub_0008083,u_0081064,starter,27,2024-04-30,,active
sub_0008084,u_0050824,starter,31,2024-04-29,,active
sub_0008085,u_0034128,pro,78,2024-04-27,,active
sub_0008086,u_0070771,starter,30,2024-04-28,,active
sub_0008087,u_0065816,,28,2024-04-27,,active
sub_0008088,u_0035515,pro,79,2024-05-01,,active
sub_0008089,u_0080859,pro,78,2024-04-28,,active
sub_0008090,u_0044353,pro,80,2024-05-01,,active
sub_0008091,u_0079645,pro,79,2024-05-02,,active
sub_0008092,u_0056190,starter,27,2024-04-29,,active
sub_0008093,u_0060465,business,200,2024-04-28,,active
sub_0008094,u_0076583,starter,31,2024-04-29,,active
sub_0008095,u_0065119,starter,28,2024-04-28,,active
sub_0008096,u_0069994,starter,29,2024-05-02,,active
sub_0008097,u_0006474,starter,28,2024-05-01,,active
sub_0008098,u_0061236,pro,78,2024-04-28,,active
sub_0008099,u_0020226,starter,30,2024-05-04,,active
sub_0008100,u_0017796,pro,77,2024-05-01,,active
sub_0008101,u_0066759,starter,27,2024-04-29,,active
sub_0008102,u_0056585,starter,27,2024-05-01,,active
sub_0008103,u_0090562,starter,30,2024-05-01,,active
sub_0008104,u_0017494,pro,77,2024-05-04,,active
sub_0008105,u_0041067,pro,79,2024-05-02,,active
sub_0008106,u_0005275,business,197,2024-05-05,,active
sub_0008107,u_0065730,starter,31,2024-05-03,,active
sub_0008108,u_0008803,starter,28,2024-04-30,,active
sub_0008109,u_0063827,starter,28,2024-05-03,,active
sub_0008110,u_0008855,starter,30,2024-04-30,,active
sub_0008111,u_0058362,pro,80,2024-04-30,,active
sub_0008112,u_0056648,starter,31,2024-05-03,,active
sub_0008113,u_0051265,starter,-29,2024-04-29,,active
sub_0008114,u_0070985,starter,31,2024-04-29,,active
sub_0008115,u_0071154,starter,28,2024-05-01,,active
sub_0008116,u_0085131,pro,77,2024-04-30,,active
sub_0008117,u_0098695,business,200,2024-05-02,,active
sub_0008118,u_0087368,starter,28,2024-05-05,,active
sub_0008119,u_0069785,starter,29,2024-05-04,,active
sub_0008120,u_0058607,pro,81,2024-05-03,,active
sub_0008121,u_0025322,Starter,30,2024-05-02,,active
sub_0008122,u_0006032,starter,30,2024-04-29,,active
sub_0008123,u_0008212,starter,28,2024-04-28,,active
sub_0008124,u_0044407,pro,77,2024-05-01,,active
sub_0008125,u_0043808,starter,29,2024-04-29,,active
sub_0008126,u_0020618,pro,80,2024-04-29,,active
sub_0008127,u_0020848,starter,27,2024-05-02,,active
sub_0008128,u_0043789,starter,31,2024-04-28,,active
sub_0008129,u_0012564,Starter,28,2024-04-29,,active
sub_0008130,u_0070503,business,201,2024-05-02,,active
sub_0008131,u_0079680,pro,78,2024-04-30,,active
sub_0008132,u_0067502,starter,31,2024-05-04,,active
sub_0008133,u_0014474,starter,28,2024-04-28,,active
sub_0008134,u_0001183,starter,31,2024-04-30,,active
sub_0008135,u_0003102,starter,29,2024-04-27,,active
sub_0008136,u_0060154,starter,27,2024-05-01,,active
sub_0008137,u_0043401,starter,31,2024-04-29,,active
sub_0008138,u_0084236,pro,77,2024-05-07,,active
sub_0008139,u_0085937,starter,31,2024-05-05,,active
sub_0008140,u_0013966,starter,31,2024-05-01,,active
sub_0008141,u_0003329,starter,30,2024-04-28,,active
sub_0008142,u_0031857,pro,78,2024-04-29,,active
sub_0008143,u_0038354,business,200,2024-05-05,,active
sub_0008144,u_0043674,starter,27,2024-05-04,,active
sub_0008145,u_0025914,starter,30,2024-05-02,,active
sub_0008146,u_0023295,starter,28,2024-05-01,,active
sub_0008147,u_0027457,starter,28,2024-05-02,,active
sub_0008148,u_0040545,starter,27,2024-05-03,,active
sub_0008149,u_0086220,starter,28,2024-05-02,,active
sub_0008150,u_0018053,Starter,28,2024-05-01,,active
sub_0008151,u_0066130,,29,2024-05-04,,active
sub_0008152,u_0052819,pro,79,2024-05-01,,active
sub_0008153,u_0033123,starter,27,2024-05-02,,active
sub_0008154,u_0017655,starter,28,2024-05-05,,active
sub_0008155,u_0059965,starter,0,2024-04-30,,active
sub_0008156,u_0020255,business,199,2024-05-02,,active
sub_0008157,u_0092844,starter,29,2024-05-05,,active
sub_0008158,u_0057863,business,197,2024-04-28,,active
sub_0008159,u_0040060,starter,28,2024-04-30,,active
sub_0008160,u_0067807,starter,30,2024-05-03,,active
sub_0008161,u_0086323,starter,30,2024-04-30,,active
sub_0008162,u_0080816,starter,30,2024-05-01,,active
sub_0008163,u_0022368,starter,27,2024-05-06,,active
